https://www.bleepingcomputer.com/news/security/teamviewers-corporate-network-was-breached-in-alleged-apt-hack/	9
https://www.bleepingcomputer.com/news/security/chinese-cyberspies-employ-ransomware-in-attacks-for-diversion/	8
http://polyfill.io	7
https://www.bleepingcomputer.com/news/security/polyfill-claims-it-has-been-defamed-returns-after-domain-shut-down/	7
https://blog.theori.io/chaining-n-days-to-compromise-all-part-1-chrome-renderer-rce-1afccf56721b	6
https://www.bleepingcomputer.com/news/security/cloudflare-we-never-authorized-polyfillio-to-use-our-name/	6
https://blog.theori.io/chaining-n-days-to-compromise-all-part-2-windows-kernel-lpe-a-k-a-chrome-sandbox-escape-44cb49d7a4f8	6
https://security.googleblog.com/2024/06/sustaining-digital-certificate-security.html	5
https://www.bleepingcomputer.com/news/security/critical-gitlab-bug-lets-attackers-run-pipelines-as-any-user/	5
https://thehackernews.com/2024/06/prompt-injection-flaw-in-vanna-ai.html	4
https://raw.githubusercontent.com/CronUp/EnAnalisis/main/2024-06-26_Polyfill_AffectedSites	4
https://www.macnica.co.jp/business/security/security-reports/145469/	3
https://www.teamviewer.com/en/resources/trust-center/statement/	3
http://protection.sophos.com	3
https://github.com/trustedsec/The_Shelf	3
https://sansec.io/research/polyfill-supply-chain-attack	3
https://github.com/Integration-IT/Active-Directory-Exploitation-Cheat-Sheet	3
https://meterpreter.org/ipprint-c2-poc-for-using-ms-windows-printers-for-persistence-c2-via-internet-printing/	3
https://thehackernews.com/2024/06/rust-based-p2pinfect-botnet-evolves.html	3
